Reference S. 158,Latin text,,Type,,Weight,,,,Origin,Va1 (a.c.),Va1 (p.c.),Va2 (a.c.),Va2 (p.c.),Va3 (a.c.),Va3 (p.c.),Va4 (a.c.),Va4 (p.c.),Va5 (a.c.),Va5 (p.c.),Va6 (a.c.),Va6 (p.c.),Vb1 (a.c.),Vb1 (p.c.),Vb2 (a.c.),Vb2 (p.c.),Vb3 (a.c.),Vb3 (p.c.),Vb4 (a.c.),Vb4 (p.c.),Vb5 (a.c.),Vb5 (p.c.),Vb6 (a.c.),Vb6 (p.c.),Vb9 (a.c.),Vb9 (p.c.),Vb10 (a.c.),Vb10 (p.c.,Vb11 (a.c.),Vb11 (p.c.),Vb12 (a.c.),Vb12 (p.c.),Vb13 (a.c.),Vb13 (p.c.),Vb14 (a.c.),Vb14 (p.c.),Vb15 (a.c.),Vb15 (p.c.),Vb17 (a.c.),Vb17 (p.c.),Vb18,Vb19 (a.c.),Vb19 (p.c.),Vb20 (a.c.),Vb20 (p.c.),Vb21 (a.c.),Vb21 (p.c.),Vb23 (a.c.),Vb23 (p.c.),Vb24 (a.c.),Vb24 (p.c.),Vb25 (a.c.),Vb25 (p.c.),Vb26 (a.c.),Vb26 (p.c.),Vb27 (a.c.),Vb27 (p.c.)
,Reference text (Maur),Variant,Type,"Context (Bibl., fixed express., etc)",Not easily corrected,Not easily independently made,Length (impact on text),Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Titles not yet incorporated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.4,dominus,deus,LEX,ABBR - BIBL,0,0,0,0,CFR 64,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
63.5,meus,deus,LEX,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
64.1,deus,dominus,LEX,ABBR - BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,1,$,1,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
64.2,dominus et deus,deus et dominus,INV,OIV BIBL,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
64.3,et1,/,OM,,0,0,1,1,,0,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$
64.4,et deus,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
64.5,uidisti,uidisti et,ADD,BIBL,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
65.1,inquit,ait,LEX,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
65.2,audiuimus,audimus,GR,,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
65.3,audiuimus et credidimus,et credidimus audiuimus,INV,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
65.4,credidimus,credimus,GR,,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$
65.5,beati,beati qui,ADD,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
66.1,dominus,dominus cum,ADD,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
66.2,iudaeos,eos,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
67.1,cognoui,cognouit,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
67.2,obauditu,auditu,LEX,BIBL,1,0,1,2,,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,0,$,1,$,0,$,1,$,0,$,1,0,0,$,1,$,1,$,1,1,$,1,$,0,$,1,$,1,$,1,$,0,$,1,$
68.1,auris,oris,SPEL,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
68.2,obediuit,obediunt,GR,BIBL,0,0,1,1,OIV SERVIVIT?,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,odaudiuit,SPEL,BIBL,0,0,0,0,,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
68.3,nos,nos hoc,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
68.4,sumus,sumus populus dei,ADD,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
68.5,simus,sumus,GR,,1,0,0,1,,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
68.6,omnino habemus grati simus ex eo quod habemus ut addatur quod non habemus et non perdamus quod habemus,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
69.1,quod1,/,OM,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$
69.2,addatur quod non habemus et,/,OM,SAUT,1,0,2,3,,1,$,1,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
69.3,et non perdamus quod habemus,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
70.1,tertium,tertio,GR,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
70.2,iam,/,OM,,1,1,1,3,,1,$,0,$,1,$,0,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
70.3,ipsa iustitia,ipsa sua iustitia,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$
70.4,proficimus,profitemur,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
70.5,crescit,crescit crescit,REP,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
71.1,uobiscum,/,OM,,1,1,1,3,,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,nobiscum,LEX,,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
71.2,quodam modo,quomodo,LEX,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
71.3,ut,et,LEX,,1,1,0,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
71.4,uestrum,nostrum,LEX,,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$
72.1,accepta,acceptas,GR,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
72.2,remissione,remissionem,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
73.1,regenerationis,regeneratione,GR,,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$
73.2,diem,die,GR,,0,0,0,0,INTERCHANGEABLE,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1?,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
73.3,uideat,uideet,SPEL,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
74.1,non ut,ut non,INV,,1,1,1,3,,0,$,0,$,0,$,0,$,1,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
74.2,perficiatur,proficiatur,LEX,ABBR,0,0,0,0,,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,perficipiatur,SPEL,,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
75.1,quid,quod,GR,ABBR,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,qui,GR,ABBR,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,1,0,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
76.1,sed,si,LEX,ABBR,1,0,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
76.2,ad fidem quid pertinet,quid pertinet ad fidem,INV,,0,1,2,3,CFR 77,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.1,quid,qui,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.2,apostolus,apostolus apostolus,REP,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.3,apostolus iacobus,iacobus apostolus,INV,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.4,contremiscunt,tremiscunt,LEX,BIBL,0,1,0,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.5,si,suae,LEX,,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
77.6,si tantum credis et sine spe uiuis uel dilectionem non habes et daemones credunt et contremiscunt,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
78.1,tantum,tamen,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$
78.2,dilectionem,dilectione,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
78.3,non,/,OM,,0,1,1,2,,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$
78.4,habes,habet,GR,,0,1,0,1,,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
78.5,credunt,tremunt,LEX,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
79.1,si,/,OM,ABBR,1,0,1,2,,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,0,$,1,$,0,0,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$
79.2,dicis,dici,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
79.3,christum filium,christus filius,GR,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
79.4,et,quia,LEX,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
80.1,daemones et,et daemones,INV,,1,1,1,3,,1,$,1,$,1,$,1,$,1,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,et daemones et,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,0,$,0,$,0,$,0,0,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$
80.2,obmutescite,obmutescite et hoc dicunt et repelluntur,ADD,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$
80.3,ille,dicitur ille,ADD,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,illi,GR,,0,0,0,0,INTERCHANGEABLE,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
80.4,beatus,beatus est?,ADD,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,beatus es,ADD,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,1,0,$,0,$,0,$,0,$,0,$
80.5,ille beatus dicitur ei quia non reuelauit tibi caro et sanguis sed pater meus qui in coelis est illi autem audiunt obmutescite,/,OM,SAUT,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
81.1,dicitur ei,es dicitur,INV,,1,1,1,3,CFR 80.5?,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
,,/,OM,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
,,dicitur beatus es,ADD,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
81.2,ei,/,OM,,1,0,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,$,0,$,0,1,1,$,1,$,1,$,0,$,0,$
,,et,LEX,,0,0,1,1,INTERCHANGEABLE,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
81.3,non reuelauit tibi caro et sanguis,caro et sanguis non reuelauit tibi,INV,BIBL,1,0,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,1,$,1,$,0,$,0,$
81.4,reuelauit tibi,ei reuelauit,INV,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$
81.5,tibi,/,OM,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
81.6,tibi caro,caro tibi,INV,BIBL,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
81.7,qui in coelis,in coelis qui,INV,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$
81.8,in coelis est,est in coelis,INV,BIBL,0,1,1,2,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,1,$,1,$,0,$,1,$,0,$,0,$,0,$,0,$
81.9,autem,/,OM,,1,1,1,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,1,0,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
82.1,audiunt,audiuit,GR,,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$
82.2,ipsum,/,OM,,1,1,1,3,,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$,0,$,1,$,1,$,1,$,1,$,1,$,1,$,0,$,1,$,1,1,$,1,$,1,$,1,$,1,$,1,$,1,$,1,$
,,ipsum quod Petrus?,ADD,,1,1,2,4,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
83.1,ne qua,neque,LEX,BIBL,0,0,1,1,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
84.1,germinans,germinans uel pullulet,ADD,BIBL,0,1,2,3,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$
84.2,molestet,molestat,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,1,0,$,0,$,0,$,0,$,0,$,0,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
84.3,contaminentur,contaminantur,GR,BIBL,0,0,0,0,,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$,1,0,0,$,1,0,$,0,$,0,$,0,$,0,$,0,$,0,$,0,$
